dd,mm,zz,pp,departamento,municipio,puesto,mujeres,hombres,total,mesas,comuna,dirección,LATITUD,LONGITUD
31,82.0,99.0,13,VALLE,PRADERA,EL HARTONAL,85,100,185,1,,ESC. JOSE MARIA VIVAS BELALCAZ,3.466407461116148,-76.28300856186019
31,82.0,99.0,19,VALLE,PRADERA,EL LIBANO,61,69,130,1,,ESC. JOSE CELESTINO MUTIS,3.406499612559758,-76.1556816101073
31,82.0,99.0,21,VALLE,PRADERA,EL NOGAL,66,83,149,1,,ESC. ANTONIA SANTOS,3.417209432128413,-76.1543083190917
31,82.0,99.0,23,VALLE,PRADERA,EL RECREO,224,186,410,1,,ESC. GABRIEL GARCIA MARQUEZ,3.399087785419118,-76.2031457415469
31,82.0,99.0,25,VALLE,PRADERA,EL RETIRO,71,85,156,1,,ESC. MERCEDES ABREGO,3.443212375839638,-76.1421203613280
31,82.0,99.0,27,VALLE,PRADERA,LA FLORESTA,111,114,225,1,,ESC. ELENA ROMERO DE MARTINEZ,3.414135726126300,-76.2280690670013
31,82.0,99.0,28,VALLE,PRADERA,LA FRIA,60,84,144,1,,ESC. ATANASIO GIRARDOT,3.440941965805627,-76.1494159698486
31,82.0,99.0,29,VALLE,PRADERA,LA GRANJA,317,275,592,1,,ESC. DOLORES BUENO DE TEJADA,3.399216867163994,-76.2325859069823
31,82.0,99.0,33,VALLE,PRADERA,LA RUIZA,22,38,60,1,,HACIENDA LA RUIZA,3.4499378983099174,-76.1985969543457
31,82.0,99.0,37,VALLE,PRADERA,LA TUPIA,295,258,553,1,,ESC.POLICARPA SALAVARRIETA,3.402558368943762,-76.3123226165771
31,82.0,99.0,39,VALLE,PRADERA,LA CARBONERA,66,67,133,1,,ESC. JORGE ELIECER GAITAN,3.43275,-76.17162
31,82.0,99.0,41,VALLE,PRADERA,LOMITAS,364,320,684,1,,COL FRANCISCO ANTONIO ZEA,3.40861,-76.20427
31,82.0,99.0,44,VALLE,PRADERA,LOS PINOS,36,37,73,1,,ESC. ALFONSO LOPEZ PUMAREJO,3.4062250463593973,-76.17342123761772
31,82.0,99.0,49,VALLE,PRADERA,PARRAGA,6,18,24,1,,CASA LA AVELINA,3.36073,-76.26269
31,82.0,99.0,53,VALLE,PRADERA,POTRERITO,218,240,458,1,,ESC. BLASS DE LESSO,3.422372379066756,-76.1848279628916
31,82.0,99.0,55,VALLE,PRADERA,SAN ANTONIO,49,77,126,1,,ESC. SAN ANTONIO,3.4116820105165178,-76.1939502878975
31,82.0,99.0,57,VALLE,PRADERA,SAN ISIDRO,68,95,163,1,,ESC. MARCO FIDEL SUAREZ,3.39724623248242,-76.1879539489745
31,82.0,99.0,67,VALLE,PRADERA,VALLECITO,32,51,83,1,,ESC. FRANCISCO DE PAULA SANTANDER,3.360274668991456,-76.2031030654906
31,85.0,0.0,00,VALLE,RESTREPO,PUESTO CABECERA MUNICIPAL,6285,6066,12351,4,,CLL 6 No 16B-27,3.818860201930682,-76.52637010056553
31,85.0,99.0,01,VALLE,RESTREPO,BAJO ZABALETAS,171,211,382,1,,ESC.JOSE ACEVEDO Y GOMEZ,3.8215308,-76.5975688
31,85.0,99.0,03,VALLE,RESTREPO,EL DIAMANTE,163,195,358,1,,CASETA COMUNAL,3.821119899999998,-76.4976955000000
31,85.0,99.0,05,VALLE,RESTREPO,ILAMA,171,185,356,1,,CASETA COMUNAL,3.814774469062201,-76.50290259421172
31,85.0,99.0,06,VALLE,RESTREPO,AGUA MONA,260,297,557,1,,CASETA COMUNAL,3.8501700368139153,-76.51510486527269
31,85.0,99.0,07,VALLE,RESTREPO,LA PALMA,238,290,528,1,,CASETA COMUNAL,3.8078043267342077,-76.51904781562853
31,85.0,99.0,08,VALLE,RESTREPO,MADROÑAL,144,193,337,1,,ESC GUILLERMO LEON VALENCIA,3.8578861,-76.5583814
31,85.0,99.0,09,VALLE,RESTREPO,RIOBRAVO,34,70,104,1,,CASETA COMUNAL SECTOR CAMPO ALEGRE,3.907390320147786,-76.6041720594726
31,85.0,99.0,10,VALLE,RESTREPO,RIOGRANDE,100,122,222,1,,CENTRO DOC.20 DE JULIO,3.7493137172934894,-76.55085791252863
31,85.0,99.0,11,VALLE,RESTREPO,ROMAN,36,41,77,1,,ESC. SAN ROMAN,3.784223638579238,-76.55682564480219
31,85.0,99.0,13,VALLE,RESTREPO,SAN SALVADOR,87,139,226,1,,CASETA COMUNAL,3.7983803848745703,-76.55742423874761
31,85.0,99.0,15,VALLE,RESTREPO,LOS HISPANOS,63,88,151,1,,CENTRO DOC.ISABEL NAGETH ARIZA,3.80661057269608,-76.48532697237734
31,85.0,99.0,17,VALLE,RESTREPO,TRAGEDIAS,175,191,366,1,,FINCA LAS VERANERAS,3.80462,-76.61631
31,85.0,99.0,50,VALLE,RESTREPO,TRES PUERTAS,239,264,503,1,,CASETA COMUNAL,3.7981688237473406,-76.509018160372
31,88.0,0.0,00,VALLE,RIOFRIO,PUESTO CABECERA MUNICIPAL,4159,4028,8187,3,,ESCUELA PEDRO MARIA MARMOLEJO,4.155948607757911,-76.28651934864767
31,88.0,99.0,01,VALLE,RIOFRIO,EL RUBI,267,354,621,1,,ESCUELA PUBLICA VEREDA COROZAL,4.021176445,-76.4010229499998
31,88.0,99.0,05,VALLE,RIOFRIO,FENICIA,750,870,1620,1,,INSTITUCIÓN EDUCATIVA NEMESIO RODRIGUEZ,4.072346,-76.387514
31,88.0,99.0,06,VALLE,RIOFRIO,LA CUCHILLA,251,332,583,1,,ESCUELA GRAN COLOMBIA,4.110986,-76.35236573039414
31,88.0,99.0,08,VALLE,RIOFRIO,LA ZULIA,238,295,533,1,,INSTITUCIÓN EDUCATIVA CAMILO TORRES,4.093015,-76.416488
31,88.0,99.0,09,VALLE,RIOFRIO,MADRIGAL,147,154,301,1,,ESCUELA PUBLICA MELIDA CRUZ,4.179982,-76.259932
31,88.0,99.0,13,VALLE,RIOFRIO,PIEDRAS,110,151,261,1,,ESCUELA PUBLICA LA CARMELITA,4.057295,-76.333011
31,88.0,99.0,15,VALLE,RIOFRIO,PORTUGAL,241,285,526,1,,GUARDERIA INFANTIL,4.051805,-76.359417
31,88.0,99.0,17,VALLE,RIOFRIO,SALONICA,1751,1935,3686,1,,COL JOSE MARIA CORDOBA,4.126001,-76.372179
31,91.0,1.0,01,VALLE,ROLDANILLO,IE BELISARIO PEÑA PIÑEIRO,30,2842,2872,1,,CALLE 11 CARRERA 6 Y 7,4.412261984649377,-76.15083449093282
31,91.0,1.0,02,VALLE,ROLDANILLO,I.E.B.P.P. SEDE DIVINO NIÑO,2825,663,3488,1,,CRA 2N # 7 A ESQUINA,4.421293311000000,-76.1511348700000
31,91.0,1.0,03,VALLE,ROLDANILLO,IE NORMAL SUPERIOR JORGE ISAAC,1903,2300,4203,2,,CRA 7 B No 15-70,4.4088447,-76.146514
31,91.0,1.0,04,VALLE,ROLDANILLO,THOMAS IGNACIO ESQUIVEL,1034,729,1763,1,,CRA 3 A # 7 B - 31 - BARRIO 3 DE MAYO,4.420630190800293,-76.1535573005675
31,91.0,2.0,01,VALLE,ROLDANILLO,IE NUESTRA SEÑORA DE CHINQUINQUIRA,2624,369,2993,1,,CALLE 4 No 5-38,4.412085043263817,-76.1573427288359
31,91.0,2.0,02,VALLE,ROLDANILLO,IE JOHN F KENEDDY,1859,1710,3569,1,,CLL 4 No 8 - 12,4.4107476,-76.15759
31,91.0,2.0,03,VALLE,ROLDANILLO,ESC NOR. SUP. JORGE ISAAC SD L.MADRID,2447,2139,4586,2,,CRA 11B No 1B-1,4.424424418382864,-76.15546934717773
31,91.0,98.0,01,VALLE,ROLDANILLO,CARCEL,7,36,43,1,,CL 7 #6-53 CENTRO,4.411222220514360,-76.1544402239425
31,91.0,99.0,01,VALLE,ROLDANILLO,CAJAMARCA,157,182,339,1,,ESC. Rural Santa. Lucía,4.397176893000000,-76.18228483
31,91.0,99.0,02,VALLE,ROLDANILLO,BELGICA,108,140,248,1,,ESC. Rural San Isidro,4.451303016999999,-76.2213577899999
31,91.0,99.0,03,VALLE,ROLDANILLO,EL AGUACATE,46,72,118,1,,ESC. Rural Sede Belisario Peña,4.399993548315341,-76.1873146107910
31,91.0,99.0,04,VALLE,ROLDANILLO,EL HOBO,83,89,172,1,,ESC. Rural Miguel A. Caro,4.392224302838228,-76.1460268152147
31,91.0,99.0,05,VALLE,ROLDANILLO,EL RETIRO,230,231,461,1,,ESC. Rural La Paz,4.400780628437006,-76.2339176772459
31,91.0,99.0,06,VALLE,ROLDANILLO,BUENAVISTA,29,40,69,1,,ESC. Rural Gerardo Bueno,4.454154878999999,-76.2428311799998
31,91.0,99.0,07,VALLE,ROLDANILLO,HIGUERONCITO,437,405,842,1,,Esc. Heliodoro Peña,4.496108753999998,-76.1011956799999
31,91.0,99.0,08,VALLE,ROLDANILLO,ISUGU,46,48,94,1,,ESC. Rural J. J. Jaramillo,4.411537754376809,-76.1071014404296
31,91.0,99.0,09,VALLE,ROLDANILLO,LA CANDELARIA,118,118,236,1,,ESC. Rural Maria Auxiliadora #,4.4807172,-76.0887234
31,91.0,99.0,10,VALLE,ROLDANILLO,LA MONTAÑUELA,42,63,105,1,,ESC. Rural Santa Isabel,4.455266001303453,-76.1982536315917
31,91.0,99.0,12,VALLE,ROLDANILLO,MATADEGUADUA,56,97,153,1,,ESC. Rural Ntra Sra. Del Carme,4.433626900000000,-76.2019394000000
31,91.0,99.0,13,VALLE,ROLDANILLO,MORELIA,476,400,876,1,,ESC. Rural Jose Acevedo y Góme,4.479910131423891,-76.1170578002928
31,91.0,99.0,14,VALLE,ROLDANILLO,EL CASCARILLO,121,162,283,1,,ESC. Rural Gabriela Mistal,4.397289147834812,-76.1926317214964
31,91.0,99.0,15,VALLE,ROLDANILLO,EL CIRUELO,23,36,59,1,,ESC. Rural Santa Ana,4.443157558114707,-76.2309980392456
31,91.0,99.0,16,VALLE,ROLDANILLO,EL PIE,129,133,262,1,,ESC. Rural Francisco José de Caldas,4.435669905376673,-76.1629772186279
31,91.0,99.0,17,VALLE,ROLDANILLO,PUERTO QUINTERO,203,195,398,1,,Esc. Antonia Santos,4.449981952526259,-76.0833692550659
31,91.0,99.0,19,VALLE,ROLDANILLO,EL SILENCIO,53,54,107,1,,ESC. Rural Jose Eustacio Rivera,4.392539551724760,-76.1926746368408
31,91.0,99.0,20,VALLE,ROLDANILLO,SANTA RITA,761,798,1559,1,,ESC. Rural Satélite Belisario,4.450131703418864,-76.1373138427733
31,91.0,99.0,22,VALLE,ROLDANILLO,EL CASTILLO,30,22,52,1,,ESC. Rural Santa Cecilia,4.511360,-76.186730
31,91.0,99.0,25,VALLE,ROLDANILLO,GUAYABAL,180,167,347,1,,ESC. Rural Jose María Erazo #3,4.4046351,-76.1076035
31,91.0,99.0,30,VALLE,ROLDANILLO,LA ARMENIA,41,53,94,1,,ESC. Rural Camilo Torres,4.4157394,-76.1337418
31,91.0,99.0,35,VALLE,ROLDANILLO,REMOLINO,104,96,200,1,,ESC. Rural San Jose #35,4.4736208,-76.2351823
31,91.0,99.0,40,VALLE,ROLDANILLO,TIERRABLANCA,376,358,734,1,,ESC. Rural Marco Fidel Suárez,4.414159200000000,-76.1609277999998
31,94.0,0.0,01,VALLE,SAN PEDRO,COLISEO LUIS MARIO LOPEDA,4417,4288,8705,3,,COLISEO LUIS MARIO LOPEDA CRA 6 S N 1,3.996304990921998,-76.22944710028433
31,94.0,0.0,02,VALLE,SAN PEDRO,IE JOSE ANTONIO AGUILERA,20,22,42,1,,CRA 6 No 6-67,3.9966998215008696,-76.22883115096778
31,94.0,99.0,01,VALLE,SAN PEDRO,BUENOS AIRES,88,116,204,1,,IE JULIO CAICEDO TELLEZ SD PPAL SECUNDARIA Y MEDIA,3.932,-76.175
31,94.0,99.0,03,VALLE,SAN PEDRO,ANGOSTURAS,41,57,98,1,,ESC. MARIA ANTONIA SANTOS,3.9745599999999977,-76.17959
31,94.0,99.0,04,VALLE,SAN PEDRO,GUAQUEROS,92,96,188,1,,ESC. ANTONIO CARO,3.943016129,-76.1994785
31,94.0,99.0,05,VALLE,SAN PEDRO,LA ESMERALDA (ESMERALDAS),55,82,137,1,,ESC. JORGE ELIECER GAITAN,3.94461,-76.13114
31,94.0,99.0,06,VALLE,SAN PEDRO,GUAYABAL,251,239,490,1,,ESC. SAN JUDAS TADEO,4.006584000000000,-76.2331499999999
31,94.0,99.0,08,VALLE,SAN PEDRO,LA SIRIA,61,85,146,1,,ESC. SIMON BOLIVAR,3.94821,-76.14818
31,94.0,99.0,09,VALLE,SAN PEDRO,LOS CHANCOS,381,416,797,1,,ESC. ALEJANDRO HENAO,4.018880778999999,-76.2124013600000
31,94.0,99.0,13,VALLE,SAN PEDRO,NARANJAL,42,71,113,1,,ESCUELA JOSE DEMETRIO GARCIA,3.974514628999986,-76.15586854999978
31,94.0,99.0,15,VALLE,SAN PEDRO,PAVAS,17,23,40,1,,PAVAS FINCA LAS BRISAS,3.9673499999999873,-76.19958
31,94.0,99.0,17,VALLE,SAN PEDRO,PLATANARES,29,42,71,1,,ESC FRANCISCO ANTONIO ZEA,4.002960754000000,-76.1617665499998
31,94.0,99.0,21,VALLE,SAN PEDRO,PRESIDENTE,610,677,1287,1,,ESC. MIGUEL ANTONIO CARO,3.967232869000000,-76.2580647599999
31,94.0,99.0,25,VALLE,SAN PEDRO,SAN JOSE,537,588,1125,1,,CASETA COMUNAL,3.993265299999984,-76.23337989999999
31,94.0,99.0,29,VALLE,SAN PEDRO,TODOS SANTOS,1005,958,1963,1,,ESCUELA GABRIELA MISTRAL,3.9798540623435046,-76.23388724347636
31,97.0,1.0,01,VALLE,SEVILLA,COLEG. LICEO MIXTO,2933,3196,6129,2,,CL 48 # 50-69,4.2621303448347865,-75.93450768992757
31,97.0,1.0,02,VALLE,SEVILLA,ESC. MARIA INMACULADA,2307,2011,4318,2,,CL 51 #48-16 CENTRO,4.264931848323279,-75.93251199672119
31,97.0,1.0,03,VALLE,SEVILLA,ESCUELA HUGO TORO ECHEVERRY,1922,1544,3466,1,,KR 47 #52-51 CENTRO,4.265779320631072,-75.93200919610213
31,97.0,2.0,01,VALLE,SEVILLA,ESC. ARMANDO ROMERO,1907,2368,4275,2,,CRA 48 CLL 62 ESQ.,4.273639927878307,-75.93155590218896
31,97.0,2.0,02,VALLE,SEVILLA,IE SEVILLA - SEDE ANTONIA SANTOS,3659,3152,6811,2,,CL 55 KR 53 ESQ,4.268378608114181,-75.93628527805791
31,97.0,90.0,01,VALLE,SEVILLA,COLISEO DEP. MUNICIPAL OSCAR JARAM,3454,3327,6781,2,,KR 48 CL 53,4.266549106666282,-75.9317436567212
31,97.0,98.0,01,VALLE,SEVILLA,CARCEL,8,77,85,1,,CARCEL CAR 50 CL 62 PUYANA,4.27395061338886,-75.93346225676189
31,97.0,99.0,01,VALLE,SEVILLA,ALEGRIAS,38,80,118,1,,ESC. SAN GERARDO,4.131466217976776,-75.85222714235616
31,97.0,99.0,02,VALLE,SEVILLA,CANOAS,86,122,208,1,,ESC. LA MAGDALENA,4.194741299999998,-75.9539747999998
31,97.0,99.0,04,VALLE,SEVILLA,BAJO CONGAL,13,32,45,1,,ESCUELA SANTA ISABEL,4.308036,-75.959129
31,97.0,99.0,05,VALLE,SEVILLA,CEBOLLAL,87,137,224,1,,ESC. LA BETULIA,4.163781,-75.907151
31,97.0,99.0,09,VALLE,SEVILLA,COLORADAS,258,355,613,1,,COLEGIO SATELITE COLORADAS,4.205089,-75.957350
31,97.0,99.0,11,VALLE,SEVILLA,COMINALES,60,85,145,1,,ESC. SANTA LUCIA,4.226783,-75.926588
31,97.0,99.0,13,VALLE,SEVILLA,COROZAL,135,148,283,1,,ESC. SANTA BARBARA,4.399435,-75.919004
31,97.0,99.0,15,VALLE,SEVILLA,CRISTALES,6,21,27,1,,ESC. NUEVA GRANADA,4.137497,-75.868980
31,97.0,99.0,17,VALLE,SEVILLA,CUMBARCO,167,221,388,1,,ESC. SANTA MARTA,4.195228,-75.833804
31,97.0,99.0,21,VALLE,SEVILLA,EL VENADO,123,177,300,1,,CENTRO DE SALUD,4.333909,-75.903015
31,97.0,99.0,23,VALLE,SEVILLA,ESTACION CAICEDONIA,51,66,117,1,,ESC. NUESTRA SEÑORA DE FATIMA,4.28891123495463,-75.89442700668101
31,97.0,99.0,25,VALLE,SEVILLA,LA ASTELIA,39,51,90,1,,ESC. SANTA MATILDE,4.248759,-75.967240
31,97.0,99.0,29,VALLE,SEVILLA,LA CUCHILLA,114,165,279,1,,ESC. JORGE ELIECER GAITAN,4.359310935352791,-75.9309584909419
31,97.0,99.0,33,VALLE,SEVILLA,LA ESTRELLA (LA MONEDA),41,91,132,1,,ESC. SANTA ANA,4.267993,-75.963379
31,97.0,99.0,35,VALLE,SEVILLA,LA MELBA,84,146,230,1,,CASETA COMUNAL,4.249703,-75.887230
31,97.0,99.0,36,VALLE,SEVILLA,LA RAQUELITA,136,166,302,1,,PORTAL TIENDA CASA #2,4.269691424675219,-75.9174030379166
31,97.0,99.0,38,VALLE,SEVILLA,LAS BRISAS,52,89,141,1,,ESC. JOSE MARIA CARBONEL,4.244105,-75.909207
31,97.0,99.0,41,VALLE,SEVILLA,MANZANILLO,88,125,213,1,,ESC. ANTONIO RICAURTE,4.318378,-75.926001
31,97.0,99.0,46,VALLE,SEVILLA,MORRO AZUL,25,34,59,1,,ESC. FRAY BARTOLOME DE LAS CASAS,4.296587731632869,-75.92093447695872
31,97.0,99.0,49,VALLE,SEVILLA,PALOMINO,95,157,252,1,,CASETA COMUNAL,4.309488,-75.903699
31,97.0,99.0,50,VALLE,SEVILLA,QUEBRADA NUEVA,17,18,35,1,,ESCUELA SATELITE QUEBRADA NUEVA,4.37236,-75.95055
31,97.0,99.0,52,VALLE,SEVILLA,PALMICHAL,19,26,45,1,,ESC. CAMILO TORRES,4.367353,-75.903288
31,97.0,99.0,53,VALLE,SEVILLA,SAN ANTONIO,427,518,945,1,,ESC. SANTA TERESITA DEL NIÑO JESUS,4.216361,-75.939664
31,97.0,99.0,55,VALLE,SEVILLA,SAN MARCOS,88,132,220,1,,ESC. BENJAMIN HERRERA,4.243868,-75.935936
31,97.0,99.0,56,VALLE,SEVILLA,TOTORO,93,131,224,1,,ESC. DOCE DE OCTUBRE,4.308435,-75.944018
31,97.0,99.0,57,VALLE,SEVILLA,TRES ESQUINAS,394,367,761,1,,ESC. CRISTOBAL COLON,4.288747,-75.935308
31,100.0,0.0,00,VALLE,TORO,PUESTO CABECERA MUNICIPAL,5135,4777,9912,3,,"CRA.3 No.6-19,I.E.NUESTRA SRA. DE LA CONSOLACION",4.6093995309929765,-76.08238062216229
31,100.0,99.0,01,VALLE,TORO,SAN FRANCISCO,636,622,1258,1,,COL SATELITE NUESTRA SEÑORA DE FATIMA,4.684728966999998,-76.0365086300000
31,100.0,99.0,02,VALLE,TORO,LA PRADERA,36,52,88,1,,ESCUELA MIXTA GUILLERMO LEON VALENCIA,4.716687379999998,-76.0774189299999
31,100.0,99.0,03,VALLE,TORO,SAN ANTONIO,351,293,644,1,,CASETA COMUNAL,4.59264527704819,-76.06139674974851
31,100.0,99.0,04,VALLE,TORO,EL CEDRO,24,35,59,1,,ESCUELA MIXTA SIMON BOLIVAR,4.584166003999998,-76.1164851799999
31,100.0,99.0,05,VALLE,TORO,VENTAQUEMADA,67,85,152,1,,ESCUELA MIXTA CAICEDO Y CUERO,4.659903985567449,-76.09932669466401
31,100.0,99.0,06,VALLE,TORO,LA CONSOLIDA,27,40,67,1,,ESCUELA MIXTA  MARIANO OSPINA PEREZ,4.577284970345676,-76.12533299865238
31,100.0,99.0,07,VALLE,TORO,LA QUIEBRA,84,132,216,1,,ESCUELA MIXTA JOSE MARIA CORDOBA,4.651300961438213,-76.10406975628754
31,100.0,99.0,08,VALLE,TORO,BOHIO,190,191,381,1,,ESCUELA MIXTA SAN JUAN BOSCO,4.617738004999998,-76.0604429299999
31,100.0,99.0,09,VALLE,TORO,LA ROBLEDA,26,35,61,1,,ESCUELA MIXTA RESTREPO MEJIA,4.593459379999998,-76.1491109300000
31,100.0,99.0,60,VALLE,TORO,PATIO BONITO,129,152,281,1,,ESCUELA MIXTA CRISTOBAL COLON,4.6293210230500895,-76.11306928852303
31,100.0,99.0,80,VALLE,TORO,SAN JOSE,16,29,45,1,,ESCUELA MIXTA SAN JOSE DE LOS OSOS,4.589875199999999,-76.0811143000000
31,103.0,0.0,01,VALLE,TRUJILLO,PUESTO CABECERA MUNICIPAL,4466,4551,9017,3,,COLISEO LEONEL GARCIA RESTREPO,4.208197870631718,-76.3213008674743
31,103.0,0.0,02,VALLE,TRUJILLO,CABECERA MUNICIPAL (PUEBLO NUEVO),456,484,940,1,,CENTRO DE CAPACITACION ALFONSO LOPEZ PUMAREJO,4.209436748398309,-76.32030659679648
31,103.0,0.0,03,VALLE,TRUJILLO,CABECERA MUNICIPAL (LA CUCHILLA),381,305,686,1,,ESCUELA ELIAS ENRIQUE QUIJANO,4.215668197398811,-76.31592709738028
31,103.0,99.0,01,VALLE,TRUJILLO,ALTO DE PAEZ,244,347,591,1,,CASETA COMUNAL,4.279301681639607,-76.2826899524691
31,103.0,99.0,05,VALLE,TRUJILLO,ANDINAPOLIS,547,667,1214,1,,I.E. ANTONIO JOSE DE SUCRE,4.167696684147268,-76.3862211505248
31,103.0,99.0,07,VALLE,TRUJILLO,BAJO CACERES,107,157,264,1,,ESC. CARLOS E. RESTREPO,4.203493454088175,-76.3689076707835
31,103.0,99.0,09,VALLE,TRUJILLO,CRISTALES,57,71,128,1,,CASETA COMUNAL,4.298256282834209,-76.3818664850718
31,103.0,99.0,10,VALLE,TRUJILLO,DOS QUEBRADAS,70,117,187,1,,ESC. JOSE MARIA CORDOBA,4.29420,-76.36396
31,103.0,99.0,11,VALLE,TRUJILLO,EL TABOR,152,249,401,1,,INST. EDUCATIVA SAN ISIDRO,4.214570607416809,-76.38124395909433
31,103.0,99.0,12,VALLE,TRUJILLO,LA BOHEMIA,57,84,141,1,,ESC. SIMON BOLIVAR,4.248748480133025,-76.28626968333167
31,103.0,99.0,13,VALLE,TRUJILLO,HUASANO,264,238,502,1,,COL. PANTALEON DE LA TORRE,4.244174493974395,-76.2439584732054
31,103.0,99.0,14,VALLE,TRUJILLO,LA SONORA,149,196,345,1,,ESCUELA JUAN XXIII,4.2310007,-76.3889863
31,103.0,99.0,17,VALLE,TRUJILLO,ROBLEDO,306,337,643,1,,COL JORGE ROBLEDO,4.252935599999998,-76.2316868000000
31,103.0,99.0,18,VALLE,TRUJILLO,LA SOLEDAD,43,66,109,1,,ESC. ANTONIO NARIÑO,4.29896,-76.24916
31,103.0,99.0,19,VALLE,TRUJILLO,LA MARINA,93,135,228,1,,ESC. MARCO FIDEL SUAREZ,4.228270033179771,-76.31234082809448
31,103.0,99.0,21,VALLE,TRUJILLO,SAN ISIDRO,83,99,182,1,,CASETA COMUNAL,4.28637182788822,-76.30738735198963
31,103.0,99.0,29,VALLE,TRUJILLO,VENECIA,701,758,1459,1,,I.E. CRISTOBAL COLON,4.193837699999998,-76.3930373000000
31,106.0,1.0,01,VALLE,TULUA,IE GIMNASIO DEL PACIFICO SD PRINCIPAL,5602,4967,10569,3,,CLL 34 CRA 38,4.07578,-76.19135
31,106.0,1.0,02,VALLE,TULUA,IE MARIA ANTONIA RUIZ S.PRINCIPAL,2872,2368,5240,2,,CLL 29 No 30-61,4.081594244613578,-76.19364882444687
31,106.0,1.0,03,VALLE,TULUA,ESC. DEBORA GUERRERO LOZANO,214,162,376,1,,DIAG. BASE AEREA ANTINARCOTICOS - 30 MTS,4.066390266303773,-76.1820984278958
31,106.0,1.0,04,VALLE,TULUA,I.E.G.P SEDE  JOSE JOAQUIN JARAMILLO,202,176,378,1,,CLL 33 # 34-00,4.077779265232393,-76.19281342481126
31,106.0,1.0,05,VALLE,TULUA,IE MARIA ANTONIO RUIZ S.EL JAZMIN,238,201,439,1,,CLL 29 CON CRA 44,4.078480567435237,-76.18520793865734
31,106.0,1.0,06,VALLE,TULUA,I.E.J.R S.MARIA LUISA ROMAN,88,60,148,1,,CRA 36 # 27 - 81,4.082263955603028,-76.18922230285035
31,106.0,2.0,01,VALLE,TULUA,IE JULIA RESTREPO S.PRINCIPAL,3030,2270,5300,2,,CLL 27 No 33-42,4.083153165644049,-76.1915237103743
31,106.0,2.0,02,VALLE,TULUA,IE JULIA RESTREPO S. SANTA CLARA,1534,1299,2833,1,,CLL 22 No 33A - 02,4.086481319046519,-76.1905771493911
31,106.0,2.0,03,VALLE,TULUA,IE CORAZON DEL VALLE SD GUILLERMO MART.,4441,3367,7808,3,,CLL 16 CRA No 28E - 98,4.091980196638256,-76.1912846164529
31,106.0,2.0,04,VALLE,TULUA,ESCUELA MERCANTIL,1858,1642,3500,1,,CLL 13 NO 38 D - 170,4.092249438772848,-76.1816239356994
31,106.0,2.0,05,VALLE,TULUA,I.E.C.V S.SAN ANTONIO,759,585,1344,1,,CLL 28 BIS CON CLL 14,4.095562096812924,-76.1950064199645
31,106.0,2.0,06,VALLE,TULUA,IE CORAZON DEL VALLE SD SAN JUDAS TAD.,234,214,448,1,,CRA 28 B # 17 - 02,4.091727005369269,-76.19334079193841
31,106.0,3.0,01,VALLE,TULUA,COL SAGRADO CORAZON DE JESUS,5519,5661,11180,3,,CR 25 NO 24-47,4.086459915927529,-76.1972558498382
31,106.0,3.0,02,VALLE,TULUA,IE CORAZON DEL VALLE SD SAN ANTONIO,2673,1126,3799,1,,CRA 28 B # 17 - 02,4.086063958124075,-76.1953568458556
31,106.0,3.0,03,VALLE,TULUA,IE CORAZON DEL VALLE S.PRINCIPAL,1654,4080,5734,2,,CR 27 CLL 22 ESQ,4.088204268247762,-76.1953032016754
31,106.0,3.0,04,VALLE,TULUA,I.E.C.V.S  JOSE ANTONIO GALAN,51,42,93,1,,CRA 24 CON CLL 21,4.089874272703593,-76.19762530615002
31,106.0,3.0,05,VALLE,TULUA,IE CORAZON DEL VALLE SD MARIA INMACUL.,54,45,99,1,,CRA 23 CLL 22 ESQUINA,4.089256968940332,-76.19837536224378
31,106.0,4.0,01,VALLE,TULUA,I.E.GP.S JULIA BECERRA,3572,1949,5521,2,,CLL 34 No 24-20,4.079107910791696,-76.2006783485412
31,106.0,4.0,02,VALLE,TULUA,U.VALLE SEDE PRINCIPE,1989,1463,3452,1,,CR 22 No. 42-01,4.07187355768,-76.2032103538513
31,106.0,4.0,03,VALLE,TULUA,IE MARIA A. RUIZ SD FCO JOSE DE CALDAS,1441,1424,2865,1,,CRA 22 CON CLL 34 ESQUINA,4.090835604111725,-76.19433807669756
31,106.0,4.0,04,VALLE,TULUA,I.E.M.A.R.S.ESC.DE FORMACION DEPORTIVA,799,672,1471,1,,CRA. 26A No. 40-37,4.071137315217503,-76.1980800123694
31,106.0,4.0,05,VALLE,TULUA,COLEGIO COMFANDI TULUA,156,159,315,1,,CLL 39A No 20A-21,4.076978737799463,-76.20318378582452
31,106.0,5.0,01,VALLE,TULUA,I.E.A.L.P SINDICAL ANTONIO NARIÑO,2634,1929,4563,2,,CLL 26B No 16-15,4.086603671695861,-76.2051717364873
31,106.0,5.0,02,VALLE,TULUA,I.E.A.L.P MARIA JOSEFA HORMAZA,1524,1511,3035,1,,CLL 26 N. 15-80,4.088478275032701,-76.2049524108256
31,106.0,5.0,03,VALLE,TULUA,I.E.A.L.P  JUAN DEL CORRAL,1215,922,2137,1,,CRA. 10 N. 26A - 29,4.090354744763187,-76.2093849953861
31,106.0,5.0,04,VALLE,TULUA,I.E.A.L.P ATANASIO GIRARDOT,679,574,1253,1,,CLL 32 A N. 18-57,4.080863326839832,-76.2041571187733
